repair_id,product_id,sku,component_id,component_type,failure_date,failure_type,failure_description,repair_status,repair_cost,replacement_cost,downtime_days,warranty_claim
R0029448,P049998,LP-ACER-LEGION-XVV-2019,MB-ACER-LEGION-XVV-2019,Motherboard,2022-10-18,Power failure,Power failure reported for motherboard.,Component Replaced,474.29,474.29,13,False
R0029449,P050006,LP-GIGABYTE-LEGION-N55-2023,MB-GIGABYTE-LEGION-N55-2023,Motherboard,2026-08-06,Boot failure,Boot failure reported for motherboard.,Repaired,99.16,381.7,14,False
R0029450,P050006,LP-GIGABYTE-LEGION-N55-2023,KBD-GIGABYTE-LEGION-N55-2023,Keyboard,2024-01-18,Liquid damage,Liquid damage reported for keyboard.,End of Life,10.39,85.82,1,False
R0029451,P050009,LP-APPLE-THINK-JLH-2021,MB-APPLE-THINK-JLH-2021,Motherboard,2023-05-28,Boot failure,Boot failure reported for motherboard.,Component Replaced,861.43,861.43,11,True
R0029452,P050009,LP-APPLE-THINK-JLH-2021,KBD-APPLE-THINK-JLH-2021,Keyboard,2024-12-27,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,155.81,155.81,1,False
R0029453,P050010,LP-MSI-THINK-RC1-2021,KBD-MSI-THINK-RC1-2021,Keyboard,2021-09-18,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,69.17,69.17,5,True
R0029454,P050013,LP-LENOVO-AIR-2IG-2024,BAT-LENOVO-AIR-2IG-2024,Battery,2026-05-15,Battery degradation,Battery degradation reported for battery.,End of Life,11.91,183.25,4,False
R0029455,P050014,LP-LENOVO-NITRO-GHQ-2024,BAT-LENOVO-NITRO-GHQ-2024,Battery,2025-01-16,Battery degradation,Battery degradation reported for battery.,Repaired,70.86,271.9,4,True
R0029456,P050015,LP-ACER-STEALTH-YL9-2023,BAT-ACER-STEALTH-YL9-2023,Battery,2024-10-21,Battery swelling,Battery swelling reported for battery.,Component Replaced,194.6,194.6,2,True
R0029457,P050016,LP-LENOVO-BLADE-6UT-2024,BAT-LENOVO-BLADE-6UT-2024,Battery,2025-12-02,Battery not charging,Battery not charging reported for battery.,Component Replaced,211.6,211.6,3,True
R0029458,P050017,LP-LENOVO-AIR-8BJ-2024,BAT-LENOVO-AIR-8BJ-2024,Battery,2024-08-16,Battery not charging,Battery not charging reported for battery.,Component Replaced,160.27,160.27,1,True
R0029459,P050018,LP-LENOVO-THINK-LGO-2022,RAM-LENOVO-THINK-LGO-2022,RAM,2025-01-29,Memory error,Memory error reported for ram.,Component Replaced,193.43,193.43,2,False
R0029460,P050020,LP-LENOVO-SLIM-8HY-2022,DSP-LENOVO-SLIM-8HY-2022,Display,2023-08-28,Display failure,Display failure reported for display.,Component Replaced,363.51,363.51,9,True
R0029461,P050021,LP-ASUS-LEGION-ZST-2022,BAT-ASUS-LEGION-ZST-2022,Battery,2022-01-08,Battery swelling,Battery swelling reported for battery.,Component Replaced,235.82,235.82,1,True
R0029462,P050021,LP-ASUS-LEGION-ZST-2022,SSD-ASUS-LEGION-ZST-2022,SSD,2023-07-07,Performance degradation,Performance degradation reported for ssd.,Component Replaced,288.34,288.34,6,True
R0029463,P050022,LP-APPLE-CREATOR-ZU3-2023,BAT-APPLE-CREATOR-ZU3-2023,Battery,2023-09-18,Battery degradation,Battery degradation reported for battery.,Component Replaced,212.58,212.58,4,True
R0029464,P050023,LP-ACER-PRO-GKD-2021,MB-ACER-PRO-GKD-2021,Motherboard,2021-10-04,System instability,System instability reported for motherboard.,Component Replaced,765.46,765.46,5,True
R0029465,P050024,LP-LENOVO-AIR-4BT-2024,KBD-LENOVO-AIR-4BT-2024,Keyboard,2025-01-24,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,88.39,88.39,5,True
R0029466,P050025,LP-RAZER-PRO-IEH-2023,MB-RAZER-PRO-IEH-2023,Motherboard,2024-07-04,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,210.41,483.08,13,True
R0029467,P050027,LP-ASUS-CREATOR-JF8-2020,SSD-ASUS-CREATOR-JF8-2020,SSD,2020-03-24,Drive not detected,Drive not detected reported for ssd.,Component Replaced,210.04,210.04,3,True
R0029468,P050028,LP-ASUS-STEALTH-K4U-2021,BAT-ASUS-STEALTH-K4U-2021,Battery,2026-06-11,Battery degradation,Battery degradation reported for battery.,Repaired,94.58,231.03,2,False
R0029469,P050029,LP-DELL-SLIM-0K4-2020,BAT-DELL-SLIM-0K4-2020,Battery,2020-08-22,Battery degradation,Battery degradation reported for battery.,Component Replaced,112.63,112.63,3,True
R0029470,P050032,LP-HP-PRO-KH1-2025,DSP-HP-PRO-KH1-2025,Display,2025-08-10,Screen flickering,Screen flickering reported for display.,Repaired,99.99,278.32,5,True
R0029471,P050034,LP-GIGABYTE-NITRO-LG1-2021,BAT-GIGABYTE-NITRO-LG1-2021,Battery,2021-09-20,Battery swelling,Battery swelling reported for battery.,Repaired,81.77,141.35,1,True
R0029472,P050035,LP-SAMSUNG-AIR-7E5-2024,RAM-SAMSUNG-AIR-7E5-2024,RAM,2026-07-10,Memory error,Memory error reported for ram.,Component Replaced,149.7,149.7,4,False
R0029473,P050037,LP-DELL-ZEN-74O-2025,BAT-DELL-ZEN-74O-2025,Battery,2026-02-19,Battery degradation,Battery degradation reported for battery.,Component Replaced,144.37,144.37,4,True
R0029474,P050038,LP-MSI-PRO-QB1-2025,MB-MSI-PRO-QB1-2025,Motherboard,2026-03-04,Boot failure,Boot failure reported for motherboard.,Component Replaced,520.85,520.85,9,False
R0029475,P050039,LP-APPLE-PRO-YON-2021,RAM-APPLE-PRO-YON-2021,RAM,2023-11-11,Memory instability,Memory instability reported for ram.,Component Replaced,163.65,163.65,4,False
R0029476,P050040,LP-LENOVO-SLIM-1KL-2023,MB-LENOVO-SLIM-1KL-2023,Motherboard,2024-12-19,System instability,System instability reported for motherboard.,Component Replaced,747.08,747.08,9,True
R0029477,P050040,LP-LENOVO-SLIM-1KL-2023,SSD-LENOVO-SLIM-1KL-2023,SSD,2023-03-16,Performance degradation,Performance degradation reported for ssd.,Repaired,181.29,323.54,7,True
R0029478,P050042,LP-SAMSUNG-BLADE-50M-2019,MB-SAMSUNG-BLADE-50M-2019,Motherboard,2023-06-06,Boot failure,Boot failure reported for motherboard.,Repaired,281.19,560.53,5,False
R0029479,P050043,LP-RAZER-PRO-HM5-2025,MB-RAZER-PRO-HM5-2025,Motherboard,2025-09-04,System instability,System instability reported for motherboard.,End of Life,67.47,536.2,8,True
R0029480,P050043,LP-RAZER-PRO-HM5-2025,BAT-RAZER-PRO-HM5-2025,Battery,2025-11-27,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,198.9,198.9,3,True
R0029481,P050044,LP-APPLE-PRO-LF7-2025,BAT-APPLE-PRO-LF7-2025,Battery,2025-06-22,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,254.09,254.09,3,True
R0029482,P050045,LP-GIGABYTE-SLIM-0F2-2022,DSP-GIGABYTE-SLIM-0F2-2022,Display,2025-02-14,Backlight failure,Backlight failure reported for display.,Component Replaced,464.37,464.37,5,False
R0029483,P050045,LP-GIGABYTE-SLIM-0F2-2022,BAT-GIGABYTE-SLIM-0F2-2022,Battery,2023-03-30,Battery swelling,Battery swelling reported for battery.,End of Life,18.28,205.86,1,True
R0029484,P050047,LP-ASUS-CREATOR-UWD-2024,DSP-ASUS-CREATOR-UWD-2024,Display,2024-03-18,Display failure,Display failure reported for display.,Component Replaced,448.87,448.87,4,True
R0029485,P050049,LP-HP-CREATOR-CDE-2022,MB-HP-CREATOR-CDE-2022,Motherboard,2024-06-14,System instability,System instability reported for motherboard.,Component Replaced,292.29,292.29,7,False
R0029486,P050050,LP-LENOVO-PRO-WN1-2025,SSD-LENOVO-PRO-WN1-2025,SSD,2026-03-31,Read/write errors,Read/write errors reported for ssd.,Component Replaced,228.99,228.99,6,True
R0029487,P050052,LP-GIGABYTE-PRO-XJX-2023,RAM-GIGABYTE-PRO-XJX-2023,RAM,2023-02-03,Memory instability,Memory instability reported for ram.,Component Replaced,167.98,167.98,1,True
R0029488,P050056,LP-SAMSUNG-STEALTH-XJK-2023,MB-SAMSUNG-STEALTH-XJK-2023,Motherboard,2023-08-05,Boot failure,Boot failure reported for motherboard.,Repaired,195.64,491.04,12,True
R0029489,P050056,LP-SAMSUNG-STEALTH-XJK-2023,BAT-SAMSUNG-STEALTH-XJK-2023,Battery,2025-09-08,Battery degradation,Battery degradation reported for battery.,Repaired,85.95,155.19,2,False
R0029490,P050056,LP-SAMSUNG-STEALTH-XJK-2023,SSD-SAMSUNG-STEALTH-XJK-2023,SSD,2026-03-27,Storage failure,Storage failure reported for ssd.,Component Replaced,179.14,179.14,2,False
R0029491,P050059,LP-ASUS-STEALTH-G0C-2020,MB-ASUS-STEALTH-G0C-2020,Motherboard,2026-05-23,System instability,System instability reported for motherboard.,Component Replaced,358.42,358.42,8,False
R0029492,P050060,LP-DELL-LEGION-TA2-2020,MB-DELL-LEGION-TA2-2020,Motherboard,2025-10-19,Boot failure,Boot failure reported for motherboard.,Component Replaced,471.85,471.85,5,False
R0029493,P050061,LP-DELL-ZEN-OC6-2022,BAT-DELL-ZEN-OC6-2022,Battery,2026-01-02,Battery degradation,Battery degradation reported for battery.,Component Replaced,176.36,176.36,4,False
R0029494,P050064,LP-SAMSUNG-LEGION-RDE-2022,MB-SAMSUNG-LEGION-RDE-2022,Motherboard,2025-10-13,Power failure,Power failure reported for motherboard.,End of Life,16.57,260.75,9,False
R0029495,P050065,LP-HP-SLIM-W5J-2022,BAT-HP-SLIM-W5J-2022,Battery,2025-09-24,Battery not charging,Battery not charging reported for battery.,Repaired,74.52,239.28,1,False
R0029496,P050066,LP-HP-NITRO-M3Q-2021,DSP-HP-NITRO-M3Q-2021,Display,2021-11-07,Backlight failure,Backlight failure reported for display.,Component Replaced,347.79,347.79,7,True
R0029497,P050068,LP-ACER-AIR-P0L-2023,MB-ACER-AIR-P0L-2023,Motherboard,2024-12-02,System instability,System instability reported for motherboard.,Component Replaced,166.01,166.01,10,True
R0029498,P050070,LP-APPLE-LEGION-0G3-2023,MB-APPLE-LEGION-0G3-2023,Motherboard,2025-03-17,Boot failure,Boot failure reported for motherboard.,Repaired,467.12,782.13,6,False
R0029499,P050070,LP-APPLE-LEGION-0G3-2023,BAT-APPLE-LEGION-0G3-2023,Battery,2023-02-12,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,232.4,232.4,3,True
R0029500,P050072,LP-APPLE-PRO-YN4-2024,DSP-APPLE-PRO-YN4-2024,Display,2026-05-03,Display failure,Display failure reported for display.,End of Life,27.25,471.16,9,False
R0029501,P050073,LP-HP-STEALTH-4PS-2022,MB-HP-STEALTH-4PS-2022,Motherboard,2026-05-02,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,453.01,453.01,14,False
R0029502,P050073,LP-HP-STEALTH-4PS-2022,BAT-HP-STEALTH-4PS-2022,Battery,2022-01-14,Battery swelling,Battery swelling reported for battery.,Component Replaced,153.53,153.53,1,True
R0029503,P050074,LP-ACER-LEGION-9TY-2025,BAT-ACER-LEGION-9TY-2025,Battery,2026-06-19,Battery swelling,Battery swelling reported for battery.,Repaired,102.51,222.05,2,False
R0029504,P050075,LP-LENOVO-NITRO-W3P-2022,DSP-LENOVO-NITRO-W3P-2022,Display,2022-04-27,Display failure,Display failure reported for display.,Repaired,95.76,308.47,5,True
R0029505,P050076,LP-APPLE-CREATOR-THE-2025,KBD-APPLE-CREATOR-THE-2025,Keyboard,2025-08-20,Key failure,Key failure reported for keyboard.,Component Replaced,142.07,142.07,5,True
R0029506,P050078,LP-DELL-ZEN-CSY-2025,MB-DELL-ZEN-CSY-2025,Motherboard,2025-07-10,Boot failure,Boot failure reported for motherboard.,Component Replaced,632.19,632.19,8,True
R0029507,P050081,LP-DELL-THINK-EO4-2020,SSD-DELL-THINK-EO4-2020,SSD,2025-12-09,Read/write errors,Read/write errors reported for ssd.,Component Replaced,223.16,223.16,2,False
R0029508,P050083,LP-MSI-NITRO-IDS-2024,MB-MSI-NITRO-IDS-2024,Motherboard,2025-05-03,System instability,System instability reported for motherboard.,Repaired,105.8,298.7,14,False
R0029509,P050088,LP-ASUS-STEALTH-0ZB-2021,KBD-ASUS-STEALTH-0ZB-2021,Keyboard,2021-10-06,Liquid damage,Liquid damage reported for keyboard.,Repaired,32.7,100.91,4,True
R0029510,P050092,LP-DELL-SLIM-CLH-2023,MB-DELL-SLIM-CLH-2023,Motherboard,2025-05-28,Power failure,Power failure reported for motherboard.,Component Replaced,342.58,342.58,9,False
R0029511,P050097,LP-HP-SLIM-5N1-2018,DSP-HP-SLIM-5N1-2018,Display,2021-06-18,Dead pixels,Dead pixels reported for display.,Component Replaced,329.45,329.45,5,False
R0029512,P050099,LP-ASUS-ZEN-DFA-2022,RAM-ASUS-ZEN-DFA-2022,RAM,2025-04-30,Memory instability,Memory instability reported for ram.,Component Replaced,216.14,216.14,1,False
R0029513,P050099,LP-ASUS-ZEN-DFA-2022,SSD-ASUS-ZEN-DFA-2022,SSD,2026-02-22,Performance degradation,Performance degradation reported for ssd.,Component Replaced,281.0,281.0,5,False
R0029514,P050100,LP-LENOVO-BLADE-54H-2025,MB-LENOVO-BLADE-54H-2025,Motherboard,2026-08-28,System instability,System instability reported for motherboard.,Component Replaced,759.1,759.1,11,True
R0029515,P050101,LP-APPLE-STEALTH-W6J-2021,MB-APPLE-STEALTH-W6J-2021,Motherboard,2021-05-30,System instability,System instability reported for motherboard.,Repaired,266.05,625.53,14,True
R0029516,P050103,LP-MSI-NITRO-DTJ-2020,MB-MSI-NITRO-DTJ-2020,Motherboard,2021-01-05,Power failure,Power failure reported for motherboard.,Component Replaced,624.51,624.51,9,True
R0029517,P050107,LP-LENOVO-SLIM-ZD1-2025,DSP-LENOVO-SLIM-ZD1-2025,Display,2025-05-04,Backlight failure,Backlight failure reported for display.,Component Replaced,517.05,517.05,4,True
R0029518,P050107,LP-LENOVO-SLIM-ZD1-2025,BAT-LENOVO-SLIM-ZD1-2025,Battery,2026-03-09,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,211.46,211.46,4,False
R0029519,P050111,LP-ACER-AIR-8W8-2020,KBD-ACER-AIR-8W8-2020,Keyboard,2023-11-09,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,99.41,99.41,4,False
R0029520,P050114,LP-LENOVO-AIR-T2H-2024,BAT-LENOVO-AIR-T2H-2024,Battery,2024-11-07,Battery swelling,Battery swelling reported for battery.,Repaired,60.81,175.28,1,True
R0029521,P050115,LP-MSI-BLADE-GKW-2024,KBD-MSI-BLADE-GKW-2024,Keyboard,2024-09-29,Key failure,Key failure reported for keyboard.,Component Replaced,60.9,60.9,5,True
R0029522,P050120,LP-DELL-ZEN-4AO-2024,MB-DELL-ZEN-4AO-2024,Motherboard,2025-04-10,Power failure,Power failure reported for motherboard.,Component Replaced,673.44,673.44,5,True
R0029523,P050120,LP-DELL-ZEN-4AO-2024,BAT-DELL-ZEN-4AO-2024,Battery,2024-10-11,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,205.24,205.24,2,True
R0029524,P050122,LP-APPLE-SLIM-4V9-2023,BAT-APPLE-SLIM-4V9-2023,Battery,2024-07-18,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,251.33,251.33,2,True
R0029525,P050124,LP-RAZER-THINK-6Z2-2022,MB-RAZER-THINK-6Z2-2022,Motherboard,2022-02-19,Boot failure,Boot failure reported for motherboard.,Component Replaced,585.21,585.21,11,True
R0029526,P050125,LP-MSI-LEGION-W6X-2025,MB-MSI-LEGION-W6X-2025,Motherboard,2025-08-28,Boot failure,Boot failure reported for motherboard.,Component Replaced,428.85,428.85,12,True
R0029527,P050125,LP-MSI-LEGION-W6X-2025,BAT-MSI-LEGION-W6X-2025,Battery,2025-01-13,Battery not charging,Battery not charging reported for battery.,Component Replaced,170.04,170.04,4,True
R0029528,P050128,LP-ACER-CREATOR-Q5P-2023,BAT-ACER-CREATOR-Q5P-2023,Battery,2025-05-29,Battery swelling,Battery swelling reported for battery.,Component Replaced,102.83,102.83,2,False
R0029529,P050130,LP-ACER-CREATOR-819-2025,BAT-ACER-CREATOR-819-2025,Battery,2026-08-24,Battery degradation,Battery degradation reported for battery.,Component Replaced,169.29,169.29,2,True
R0029530,P050131,LP-ASUS-ZEN-VBT-2025,MB-ASUS-ZEN-VBT-2025,Motherboard,2026-05-08,Boot failure,Boot failure reported for motherboard.,Component Replaced,548.54,548.54,11,False
R0029531,P050132,LP-MSI-AIR-FPP-2024,DSP-MSI-AIR-FPP-2024,Display,2026-08-27,Display failure,Display failure reported for display.,Component Replaced,407.31,407.31,9,False
R0029532,P050132,LP-MSI-AIR-FPP-2024,BAT-MSI-AIR-FPP-2024,Battery,2024-10-08,Battery not charging,Battery not charging reported for battery.,Component Replaced,182.34,182.34,1,True
R0029533,P050134,LP-HP-AIR-L9S-2021,MB-HP-AIR-L9S-2021,Motherboard,2025-08-27,Power failure,Power failure reported for motherboard.,Component Replaced,626.59,626.59,9,False
R0029534,P050134,LP-HP-AIR-L9S-2021,BAT-HP-AIR-L9S-2021,Battery,2021-10-09,Battery degradation,Battery degradation reported for battery.,Component Replaced,278.71,278.71,3,True
R0029535,P050135,LP-HP-LEGION-WIK-2023,MB-HP-LEGION-WIK-2023,Motherboard,2025-12-08,Boot failure,Boot failure reported for motherboard.,Component Replaced,713.61,713.61,9,False
R0029536,P050135,LP-HP-LEGION-WIK-2023,DSP-HP-LEGION-WIK-2023,Display,2024-02-27,Screen flickering,Screen flickering reported for display.,Repaired,155.52,560.2,4,False
R0029537,P050136,LP-DELL-ZEN-ES4-2019,DSP-DELL-ZEN-ES4-2019,Display,2026-08-01,Display failure,Display failure reported for display.,Component Replaced,401.99,401.99,3,False
R0029538,P050136,LP-DELL-ZEN-ES4-2019,BAT-DELL-ZEN-ES4-2019,Battery,2020-10-26,Battery swelling,Battery swelling reported for battery.,Component Replaced,160.41,160.41,3,True
R0029539,P050137,LP-APPLE-PRO-83A-2025,MB-APPLE-PRO-83A-2025,Motherboard,2025-04-12,System instability,System instability reported for motherboard.,Repaired,308.65,694.13,13,True
R0029540,P050138,LP-ASUS-LEGION-MK4-2020,KBD-ASUS-LEGION-MK4-2020,Keyboard,2021-02-01,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,60.71,60.71,4,True
R0029541,P050140,LP-SAMSUNG-LEGION-Y6F-2024,MB-SAMSUNG-LEGION-Y6F-2024,Motherboard,2025-01-04,Boot failure,Boot failure reported for motherboard.,Repaired,157.36,539.65,13,False
R0029542,P050140,LP-SAMSUNG-LEGION-Y6F-2024,BAT-SAMSUNG-LEGION-Y6F-2024,Battery,2025-05-30,Battery not charging,Battery not charging reported for battery.,Repaired,77.79,206.45,3,False
R0029543,P050141,LP-RAZER-SLIM-QP5-2023,BAT-RAZER-SLIM-QP5-2023,Battery,2023-06-14,Battery swelling,Battery swelling reported for battery.,Repaired,58.43,197.8,2,True
R0029544,P050143,LP-HP-THINK-NTB-2021,DSP-HP-THINK-NTB-2021,Display,2022-11-22,Backlight failure,Backlight failure reported for display.,Repaired,174.66,319.62,6,False
R0029545,P050144,LP-GIGABYTE-ZEN-OTE-2021,MB-GIGABYTE-ZEN-OTE-2021,Motherboard,2025-01-23,Power failure,Power failure reported for motherboard.,Component Replaced,460.42,460.42,15,False
R0029546,P050144,LP-GIGABYTE-ZEN-OTE-2021,BAT-GIGABYTE-ZEN-OTE-2021,Battery,2024-03-21,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,153.13,153.13,3,False
R0029547,P050145,LP-RAZER-AIR-PIH-2020,BAT-RAZER-AIR-PIH-2020,Battery,2021-06-02,Battery degradation,Battery degradation reported for battery.,Repaired,118.44,266.14,2,False
R0029548,P050145,LP-RAZER-AIR-PIH-2020,KBD-RAZER-AIR-PIH-2020,Keyboard,2024-04-18,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,146.64,146.64,5,False
R0029549,P050151,LP-MSI-STEALTH-B04-2021,DSP-MSI-STEALTH-B04-2021,Display,2021-08-09,Dead pixels,Dead pixels reported for display.,Component Replaced,259.08,259.08,3,True
R0029550,P050153,LP-HP-PRO-2ZR-2021,MB-HP-PRO-2ZR-2021,Motherboard,2024-12-05,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,481.85,481.85,10,False
R0029551,P050153,LP-HP-PRO-2ZR-2021,RAM-HP-PRO-2ZR-2021,RAM,2026-01-25,System crashes,System crashes reported for ram.,Component Replaced,128.77,128.77,2,False
R0029552,P050159,LP-HP-STEALTH-BAQ-2022,BAT-HP-STEALTH-BAQ-2022,Battery,2022-06-14,Battery not charging,Battery not charging reported for battery.,Component Replaced,149.56,149.56,1,True
R0029553,P050161,LP-DELL-BLADE-76Q-2018,DSP-DELL-BLADE-76Q-2018,Display,2020-03-18,Dead pixels,Dead pixels reported for display.,Component Replaced,315.18,315.18,4,False
R0029554,P050162,LP-ACER-ZEN-JP0-2023,MB-ACER-ZEN-JP0-2023,Motherboard,2023-12-08,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,685.43,685.43,5,True
R0029555,P050163,LP-MSI-LEGION-WE9-2024,RAM-MSI-LEGION-WE9-2024,RAM,2025-09-16,System crashes,System crashes reported for ram.,Repaired,68.36,143.07,3,True
R0029556,P050164,LP-APPLE-SLIM-1TE-2022,DSP-APPLE-SLIM-1TE-2022,Display,2026-05-02,Screen flickering,Screen flickering reported for display.,Component Replaced,560.47,560.47,7,False
R0029557,P050168,LP-DELL-SLIM-7FU-2025,RAM-DELL-SLIM-7FU-2025,RAM,2025-08-29,Memory instability,Memory instability reported for ram.,Repaired,126.38,215.59,2,True
R0029558,P050168,LP-DELL-SLIM-7FU-2025,SSD-DELL-SLIM-7FU-2025,SSD,2025-08-30,Drive not detected,Drive not detected reported for ssd.,Component Replaced,315.41,315.41,4,True
R0029559,P050169,LP-SAMSUNG-THINK-UX2-2023,BAT-SAMSUNG-THINK-UX2-2023,Battery,2026-07-04,Battery swelling,Battery swelling reported for battery.,Component Replaced,252.24,252.24,4,False
R0029560,P050170,LP-APPLE-PRO-JAN-2023,BAT-APPLE-PRO-JAN-2023,Battery,2023-04-24,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,221.08,221.08,4,True
R0029561,P050171,LP-ACER-AIR-2RN-2023,MB-ACER-AIR-2RN-2023,Motherboard,2025-09-28,System instability,System instability reported for motherboard.,Component Replaced,502.89,502.89,10,False
R0029562,P050171,LP-ACER-AIR-2RN-2023,BAT-ACER-AIR-2RN-2023,Battery,2026-05-10,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,200.18,200.18,4,False
R0029563,P050175,LP-MSI-CREATOR-VDM-2025,KBD-MSI-CREATOR-VDM-2025,Keyboard,2025-10-04,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,77.66,77.66,5,True
R0029564,P050177,LP-HP-THINK-GGC-2025,BAT-HP-THINK-GGC-2025,Battery,2025-03-09,Battery swelling,Battery swelling reported for battery.,Component Replaced,150.61,150.61,2,True
R0029565,P050179,LP-ASUS-SLIM-ALH-2023,MB-ASUS-SLIM-ALH-2023,Motherboard,2026-01-20,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,314.04,314.04,12,False
R0029566,P050180,LP-APPLE-LEGION-53Q-2022,MB-APPLE-LEGION-53Q-2022,Motherboard,2025-09-06,System instability,System instability reported for motherboard.,Component Replaced,789.53,789.53,15,False
R0029567,P050180,LP-APPLE-LEGION-53Q-2022,BAT-APPLE-LEGION-53Q-2022,Battery,2023-12-12,Battery degradation,Battery degradation reported for battery.,Component Replaced,257.85,257.85,2,True
R0029568,P050182,LP-DELL-SLIM-ZBY-2025,BAT-DELL-SLIM-ZBY-2025,Battery,2026-06-27,Battery swelling,Battery swelling reported for battery.,Component Replaced,125.33,125.33,4,True
R0029569,P050185,LP-GIGABYTE-CREATOR-7B3-2022,RAM-GIGABYTE-CREATOR-7B3-2022,RAM,2024-05-12,Memory error,Memory error reported for ram.,Component Replaced,221.03,221.03,2,False
R0029570,P050186,LP-LENOVO-STEALTH-B66-2021,KBD-LENOVO-STEALTH-B66-2021,Keyboard,2021-03-12,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,69.22,69.22,5,True
R0029571,P050188,LP-DELL-STEALTH-7JD-2023,MB-DELL-STEALTH-7JD-2023,Motherboard,2026-04-26,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,502.95,502.95,10,False
R0029572,P050188,LP-DELL-STEALTH-7JD-2023,BAT-DELL-STEALTH-7JD-2023,Battery,2025-03-07,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,190.03,190.03,2,False
R0029573,P050193,LP-MSI-PRO-AGR-2021,BAT-MSI-PRO-AGR-2021,Battery,2026-06-18,Battery degradation,Battery degradation reported for battery.,End of Life,13.6,128.95,2,False
R0029574,P050200,LP-DELL-AIR-HBG-2022,KBD-DELL-AIR-HBG-2022,Keyboard,2024-12-14,Key failure,Key failure reported for keyboard.,Repaired,70.07,125.15,2,False
R0029575,P050204,LP-HP-STEALTH-K63-2022,BAT-HP-STEALTH-K63-2022,Battery,2023-10-17,Battery degradation,Battery degradation reported for battery.,Component Replaced,164.24,164.24,3,True
R0029576,P050208,LP-HP-SLIM-7DQ-2022,MB-HP-SLIM-7DQ-2022,Motherboard,2024-01-08,Boot failure,Boot failure reported for motherboard.,Component Replaced,550.47,550.47,5,True
R0029577,P050208,LP-HP-SLIM-7DQ-2022,DSP-HP-SLIM-7DQ-2022,Display,2022-01-08,Dead pixels,Dead pixels reported for display.,Component Replaced,430.08,430.08,8,True
R0029578,P050210,LP-DELL-SLIM-5JM-2024,DSP-DELL-SLIM-5JM-2024,Display,2026-02-21,Screen flickering,Screen flickering reported for display.,Component Replaced,406.14,406.14,6,True
R0029579,P050210,LP-DELL-SLIM-5JM-2024,SSD-DELL-SLIM-5JM-2024,SSD,2026-02-03,Read/write errors,Read/write errors reported for ssd.,Component Replaced,211.53,211.53,2,True
R0029580,P050212,LP-APPLE-LEGION-D30-2022,MB-APPLE-LEGION-D30-2022,Motherboard,2026-08-28,System instability,System instability reported for motherboard.,Component Replaced,413.54,413.54,12,False
R0029581,P050212,LP-APPLE-LEGION-D30-2022,KBD-APPLE-LEGION-D30-2022,Keyboard,2025-02-22,Key failure,Key failure reported for keyboard.,Component Replaced,85.05,85.05,3,False
R0029582,P050216,LP-APPLE-BLADE-4LD-2023,DSP-APPLE-BLADE-4LD-2023,Display,2025-04-16,Backlight failure,Backlight failure reported for display.,Component Replaced,373.62,373.62,8,False
R0029583,P050218,LP-DELL-AIR-K7W-2024,DSP-DELL-AIR-K7W-2024,Display,2024-05-02,Display failure,Display failure reported for display.,Component Replaced,375.25,375.25,7,True
R0029584,P050220,LP-SAMSUNG-PRO-YVP-2021,MB-SAMSUNG-PRO-YVP-2021,Motherboard,2023-03-13,Power failure,Power failure reported for motherboard.,End of Life,78.36,522.5,11,False
R0029585,P050223,LP-ASUS-SLIM-KIB-2019,DSP-ASUS-SLIM-KIB-2019,Display,2026-07-07,Dead pixels,Dead pixels reported for display.,Component Replaced,404.78,404.78,7,False
R0029586,P050223,LP-ASUS-SLIM-KIB-2019,BAT-ASUS-SLIM-KIB-2019,Battery,2020-10-14,Battery degradation,Battery degradation reported for battery.,Component Replaced,210.22,210.22,2,False
R0029587,P050225,LP-GIGABYTE-CREATOR-8IB-2019,BAT-GIGABYTE-CREATOR-8IB-2019,Battery,2020-08-02,Battery not charging,Battery not charging reported for battery.,Component Replaced,176.38,176.38,1,False
